name,published_year,avg_rating,recc_age,weight,game_type,mech_1,mech_2,mech_3,mech_4,mech_5,rank,min_player,max_player,min_playtime,max_playtime
Unmatched: Jurassic Park – InGen vs Raptors,2020,8.1, 14,2.0,Strategy,Action Points,Card Play Conflict Resolution,Hand Management,Line of Sight,Point to Point Movement,740,2,2,20,40
City of the Big Shoulders,2019,7.8, 14,4.03,Strategy,Commodity Speculation,Ownership,Stock Holding,Tile Placement,Variable Player Powers,741,2,4,120,180
Marrakesh,2022,8.2, 14,3.36,Strategy,Cube Tower,End Game Bonuses,Open Drafting,Simultaneous Action Selection,,742,2,4,120,120
Ashes Reborn: Rise of the Phoenixborn,2015,7.3, 14,2.91,Customizable,Closed Drafting,Deck Construction,Dice Rolling,Die Icon Resolution,Hand Management,743,2,4,30,120
Dragon Castle,2017,7.1, 8,1.97,Abstract,End Game Bonuses,Layering,Open Drafting,Pattern Building,Pattern Recognition,744,1,4,30,45
Living Forest,2021,7.3, 10,2.19,Family,"Deck, Bag, and Pool Building",Push Your Luck,Race,Simultaneous Action Selection,Tile Placement,745,1,4,40,40
Unlock!: Timeless Adventures,2019,7.8, 10,2.06,Thematic,Cooperative Game,Storytelling,,,,746,1,6,60,90
My Little Scythe,2017,7.3, 8,2.02,Family,Area Majority / Influence,Dice Rolling,Force Commitment,Grid Movement,Pick-up and Deliver,747,1,6,45,60
Steampunk Rally,2015,7.2, 14,2.62,Family,Closed Drafting,Dice Rolling,Modular Board,Race,Resource to Move,748,2,8,45,60
The Estates,2018,7.4, 10,2.32,Strategy,Area Majority / Influence,Auction: Once Around,Auction/Bidding,Closed Economy Auction,Take That,749,2,5,40,60
BANG! The Dice Game,2013,6.9, 8,1.28,Party,Dice Rolling,Hidden Roles,Player Elimination,Push Your Luck,Re-rolling and Locking,750,3,8,15,15
The Networks,2016,7.2, 13,2.59,Strategy,End Game Bonuses,Income,Open Drafting,Set Collection,Solo / Solitaire Game,751,1,5,60,90
Villagers,2019,7.2, 10,2.19,Family,Open Drafting,Set Collection,Solo / Solitaire Game,,,752,1,5,30,60
Warhammer Quest: The Adventure Card Game,2015,7.3, 14,2.73,Thematic,Action Retrieval,Cooperative Game,Dice Rolling,Role Playing,Solo / Solitaire Game,753,1,4,30,60
"Unmatched: Battle of Legends, Volume Two",2021,8.3, 9,2.16,Strategy,Action Points,Card Play Conflict Resolution,Hand Management,Line of Sight,Point to Point Movement,754,2,4,20,40
Vegas Showdown,2005,7.2, 12,2.36,Strategy,Auction: Dutch,Auction: Fixed Placement,Auction/Bidding,Network and Route Building,Tile Placement,755,3,5,75,75
Trekking Through History,2022,7.7, 10,1.77,Family,Open Drafting,Set Collection,Turn Order: Time Track,,,756,2,4,30,60
Thunderstone Advance: Towers of Ruin,2012,7.3, 12,2.75,Strategy,"Deck, Bag, and Pool Building",Hand Management,Open Drafting,,,757,1,5,45,45
The Bloody Inn,2015,7.1, 14,2.37,Strategy,End Game Bonuses,Hand Management,Income,Open Drafting,Ownership,758,1,4,30,60
Bullet♥︎,2021,7.7, 13,2.11,Family,Cooperative Game,Pattern Building,Push Your Luck,Real-Time,Solo / Solitaire Game,759,1,4,10,20
Century: Eastern Wonders,2018,7.1, 8,2.1,Family,Contracts,Grid Movement,Modular Board,Pick-up and Deliver,Point to Point Movement,760,2,4,30,45
K2,2010,7.0, 8,2.25,Family,Hand Management,Player Elimination,Point to Point Movement,Simultaneous Action Selection,Solo / Solitaire Game,761,1,5,60,60
Diplomacy,1959,7.0, 12,3.34,Strategy,Area Majority / Influence,Area Movement,Negotiation,Player Elimination,Prisoner's Dilemma,762,2,7,360,360
The Adventures of Robin Hood,2021,7.5, 10,1.83,Family,Cooperative Game,Scenario / Mission / Campaign Game,Storytelling,,,763,2,4,60,60
Mosaic: A Story of Civilization,2022,7.6, 12,2.95,Strategy,Action Queue,Area Majority / Influence,End Game Bonuses,Hand Management,Open Drafting,764,2,6,120,120
Advanced Squad Leader: Starter Kit #1,2004,7.8, 13,3.77,Wargames,Dice Rolling,Hexagon Grid,Line of Sight,,,765,2,2,120,120
Wits & Wagers,2005,6.9, 10,1.21,Party,Betting and Bluffing,Paper-and-Pencil,,,,766,3,7,25,25
Railroad Ink Challenge: Lush Green Edition,2021,7.7, 8,2.12,Family,Dice Rolling,Line Drawing,Network and Route Building,Paper-and-Pencil,Solo / Solitaire Game,767,1,4,15,30
Ticket to Ride: Rails & Sails,2016,7.4, 10,2.5,Family,Connections,Hand Management,Network and Route Building,Open Drafting,Set Collection,768,2,5,60,120
Coal Baron,2013,7.3, 10,2.54,Strategy,Action Points,Contracts,Pick-up and Deliver,Set Collection,Tile Placement,769,2,4,60,75
The Shipwreck Arcana,2017,7.5, 12,2.2,Strategy,Communication Limits,Cooperative Game,Deduction,Hand Management,Pattern Building,770,2,5,10,30
Yspahan,2006,7.1, 8,2.37,Strategy,Action Drafting,Area Majority / Influence,Dice Rolling,,,771,2,4,45,60
Crystal Palace,2019,7.5, 14,3.81,Strategy,End Game Bonuses,Income,Loans,Modular Board,Set Collection,772,2,5,90,150
Dorfromantik: The Board Game,2022,7.7, 8,1.66,Family,Area Majority / Influence,Cooperative Game,Hexagon Grid,Map Addition,Modular Board,773,1,6,30,60
Between Two Cities,2015,7.0, 14,1.81,Family,Closed Drafting,Highest-Lowest Scoring,Neighbor Scope,Set Collection,Simultaneous Action Selection,774,1,7,25,25
Brian Boru: High King of Ireland,2021,7.5, 14,2.48,Strategy,Area Majority / Influence,Closed Drafting,Hand Management,Trick-taking,,775,3,5,60,90
New York Zoo,2020,7.1, 10,1.96,Family,Automatic Resource Growth,Grid Coverage,Modular Board,Race,Rondel,776,1,5,30,60
Wallenstein,2002,7.5, 12,3.31,Strategy,Action Points,Action Queue,Area Majority / Influence,Area Movement,Cube Tower,777,3,5,150,150
CO₂: Second Chance,2018,7.5, 12,4.07,Strategy,Area Majority / Influence,Cooperative Game,Open Drafting,Semi-Cooperative Game,Solo / Solitaire Game,778,1,4,60,120
Disney Villainous,2018,7.0, 10,2.48,Family,Hand Management,Take That,Variable Player Powers,,,779,2,6,45,120
Empire of the Sun,2005,8.3, 12,4.36,Wargames,Action Points,Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Hexagon Grid,780,1,2,360,360
Great Western Trail: New Zealand,2023,8.7, 12,3.91,Strategy,Hand Management,Solo / Solitaire Game,,,,781,1,4,75,150
Can't Stop,1980,6.9, 9,1.15,Family,Dice Rolling,Push Your Luck,Race,,,782,2,4,30,30
Shipyard,2009,7.4, 11,3.5,Strategy,Contracts,End Game Bonuses,Modular Board,Open Drafting,Rondel,783,2,4,120,120
Middle-Earth Quest,2009,7.4, 13,3.55,Thematic,Hand Management,Point to Point Movement,Team-Based Game,Variable Player Powers,,784,2,4,180,180
Eminent Domain,2011,7.0, 10,2.51,Strategy,"Deck, Bag, and Pool Building",Delayed Purchase,Follow,Hand Management,Income,785,2,4,45,45
New Frontiers,2018,7.4, 14,2.94,Strategy,Action Drafting,Follow,Increase Value of Unchosen Resources,Open Drafting,Race,786,2,5,45,75
Blue Moon City,2006,7.0, 14,2.29,Family,Area Majority / Influence,Grid Movement,Hand Management,Modular Board,Set Collection,787,2,4,30,50
Menara,2018,7.5, 8,1.63,Family,Cooperative Game,Physical Removal,Stacking and Balancing,,,788,1,4,10,60
Three Sisters,2022,7.6, 14,2.7,Strategy,Dice Rolling,Paper-and-Pencil,Rondel,Solo / Solitaire Game,,789,1,4,30,60
Rhino Hero: Super Battle,2017,7.2, 5,1.11,Family,Dice Rolling,Single Loser Game,Stacking and Balancing,,,790,2,4,10,20
Reef,2018,7.0, 8,1.81,Abstract,Hand Management,Layering,Pattern Building,,,791,2,4,30,45
Skymines,2022,8.1, 12,3.87,Strategy,Action Queue,Area Majority / Influence,"Deck, Bag, and Pool Building",Hand Management,Investment,792,1,4,75,150
Feed the Kraken,2022,7.9, 12,2.17,Party,Acting,Betting and Bluffing,Grid Movement,Hidden Roles,Role Playing,793,5,11,45,90
Caverna: Cave vs Cave,2017,7.1, 10,2.56,Strategy,Tile Placement,Worker Placement,,,,794,1,2,20,40
Dogs of War,2014,7.5, 14,2.65,Strategy,Area Majority / Influence,Hand Management,Tug of War,Variable Player Powers,Worker Placement,795,3,5,75,75
Kanagawa,2016,7.0, 10,2.0,Family,Hand Management,Open Drafting,Pattern Building,Push Your Luck,Set Collection,796,2,4,45,45
Saint Petersburg (Second Edition),2014,7.5, 13,2.65,Strategy,Income,Open Drafting,Set Collection,,,797,2,5,60,60
Twilight Inscription,2022,7.5, 14,3.22,Strategy,Dice Rolling,Paper-and-Pencil,Variable Player Powers,,,798,1,8,90,120
Messina 1347,2021,7.6, 14,3.57,Strategy,Grid Movement,Income,Modular Board,Solo / Solitaire Game,Track Movement,799,1,4,60,140
Warhammer: Invasion,2009,7.2, 13,2.73,Customizable,Hand Management,Variable Player Powers,,,,800,2,2,45,45
Ex Libris,2017,7.1, 10,2.54,Strategy,Hand Management,Open Drafting,Set Collection,Solo / Solitaire Game,Tile Placement,801,1,4,45,45
Empires: Age of Discovery,2015,7.8, 10,3.33,Strategy,Area Majority / Influence,Set Collection,Variable Player Powers,Worker Placement,"Worker Placement, Different Worker Types",802,2,6,50,150
Deep Sea Adventure,2014,6.9, 8,1.18,Family,Pick-up and Deliver,Push Your Luck,Roll / Spin and Move,,,803,2,6,30,30
World Without End,2009,7.2, 12,2.82,Strategy,Hand Management,Random Production,,,,804,2,4,90,120
Blokus,2000,6.9, 7,1.75,Abstract,Chaining,Enclosure,Grid Coverage,Hand Management,Tile Placement,805,2,4,20,20
Space Hulk,1989,7.5, 12,2.5,Thematic,Action Points,Dice Rolling,Grid Movement,Modular Board,,806,2,2,45,45
Cry Havoc,2016,7.1, 10,3.28,Strategy,Area Majority / Influence,Area Movement,"Deck, Bag, and Pool Building",Events,Hand Management,807,2,4,60,120
Crown of Emara,2018,7.4, 12,3.04,Strategy,Action Queue,Contracts,Events,Hand Management,Highest-Lowest Scoring,808,1,4,45,75
Babylonia,2019,7.7, 14,2.38,Strategy,Area Majority / Influence,Chaining,Hand Management,Network and Route Building,Tile Placement,809,2,4,60,60
The Pursuit of Happiness,2015,7.2, 12,2.5,Family,End Game Bonuses,Income,Open Drafting,Simulation,Solo / Solitaire Game,810,1,4,60,90
Finca,2009,7.1, 10,2.08,Family,Contracts,Mancala,Once-Per-Game Abilities,Rondel,Set Collection,811,2,4,45,45
Super Motherload,2015,7.3, 13,2.27,Strategy,"Deck, Bag, and Pool Building",Delayed Purchase,Hand Management,Set Collection,Tile Placement,812,2,4,60,75
Paris: La Cité de la Lumière,2019,7.3, 8,2.04,Abstract,Action Drafting,Area Majority / Influence,Grid Coverage,Layering,Open Drafting,813,2,2,30,30
First Rat,2022,7.6, 10,2.26,Family,Point to Point Movement,Set Collection,Solo / Solitaire Game,,,814,1,5,30,75
878 Vikings: Invasions of England,2017,7.5, 12,2.62,Wargames,Area Majority / Influence,Area Movement,Campaign / Battle Card Driven,Command Cards,Dice Rolling,815,2,4,60,120
Up Front,1983,7.9, 12,3.42,Wargames,Campaign / Battle Card Driven,Hand Management,Relative Movement,Simulation,Variable Player Powers,816,2,2,60,60
Dominant Species: Marine,2021,8.0, 14,3.63,Strategy,Area Majority / Influence,Grid Movement,Modular Board,Open Drafting,Tile Placement,817,2,4,90,150
Railroad Ink: Blazing Red Edition,2018,7.1, 8,1.46,Family,Bingo,Connections,Dice Rolling,Line Drawing,Network and Route Building,818,1,6,20,30
7 Wonders: Architects,2021,7.0, 8,1.35,Family,Open Drafting,Set Collection,Variable Player Powers,,,819,2,7,25,25
Perudo,1800,6.9, 8,1.26,Family,Betting and Bluffing,Dice Rolling,Player Elimination,,,820,2,6,15,30
Verdant,2022,7.4, 10,2.06,Abstract,Open Drafting,Pattern Building,Set Collection,Solo / Solitaire Game,Tile Placement,821,1,5,45,60
Next Station: London,2022,7.5, 8,1.46,Family,Connections,Line Drawing,Network and Route Building,Paper-and-Pencil,,822,1,4,25,30
Arcadia Quest: Inferno,2017,7.9, 13,2.44,Thematic,Action Retrieval,Dice Rolling,Grid Movement,Modular Board,Scenario / Mission / Campaign Game,823,2,4,60,120
Vast: The Crystal Caverns,2016,7.1, 10,3.64,Strategy,Action Points,Dice Rolling,Grid Movement,Hand Management,Line of Sight,824,1,5,75,150
Exit: The Game – The Secret Lab,2016,7.1, 12,2.54,Family,Cooperative Game,,,,,825,1,6,45,150
Zombicide Season 2: Prison Outbreak,2013,7.4, 13,2.67,Thematic,Action Points,Cooperative Game,Dice Rolling,Hand Management,Modular Board,826,1,6,60,60
Dice Hospital,2018,7.1, 10,2.31,Family,Action Drafting,Action Points,Dice Rolling,Hexagon Grid,"I Cut, You Choose",827,1,4,45,90
Ricochet Robots,1999,7.0, 10,2.39,Abstract,Grid Movement,Modular Board,Real-Time,Square Grid,Turn Order: Stat-Based,828,1,99,30,30
Panamax,2014,7.3, 12,3.74,Strategy,Area Majority / Influence,Dice Rolling,Moving Multiple Units,Pick-up and Deliver,Point to Point Movement,829,2,4,90,120
The Duke,2013,7.3, 13,2.48,Abstract,Grid Movement,Pattern Movement,Square Grid,Tile Placement,,830,2,2,30,30
Black Angel,2019,7.3, 12,3.85,Strategy,Bias,Dice Rolling,Hand Management,Map Addition,Map Reduction,831,1,4,60,120
"Heroes of Land, Air & Sea",2018,7.6, 14,3.28,Strategy,Action Points,Area Majority / Influence,Card Play Conflict Resolution,Follow,Take That,832,1,4,120,180
Maquis,2013,7.4, 14,2.2,Strategy,Solo / Solitaire Game,Worker Placement,,,,833,1,1,30,30
Unfair,2017,7.3, 14,2.73,Strategy,Hand Management,Income,Loans,Open Drafting,Set Collection,834,2,5,50,125
1989: Dawn of Freedom,2012,7.8, 12,3.28,Strategy,Area Majority / Influence,Campaign / Battle Card Driven,Dice Rolling,Events,Hand Management,835,2,2,150,150
King of New York,2014,6.9, 10,1.86,Family,Dice Rolling,Die Icon Resolution,King of the Hill,Open Drafting,Player Elimination,836,2,6,40,40
FUSE,2015,7.0, 10,1.66,Family,Cooperative Game,Dice Rolling,Die Icon Resolution,Elapsed Real Time Ending,Open Drafting,837,1,5,10,10
Squad Leader,1977,7.5, 14,4.03,Wargames,Critical Hits and Failures,Dice Rolling,Events,Grid Movement,Hexagon Grid,838,2,2,60,60
Witchstone,2021,7.6, 12,2.78,Strategy,End Game Bonuses,Grid Coverage,Hexagon Grid,Network and Route Building,Open Drafting,839,2,4,60,90
Cerebria: The Inside World,2018,7.8, 14,4.34,Strategy,Action Points,Area Majority / Influence,Cooperative Game,Deck Construction,Hand Management,840,1,4,60,120
Tang Garden,2019,7.4, 14,2.61,Family,Line of Sight,Open Drafting,Set Collection,Solo / Solitaire Game,Tile Placement,841,1,4,40,60
Dungeons & Dragons: The Legend of Drizzt Board Game,2011,7.2, 12,2.58,Thematic,Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Role Playing,842,1,5,60,60
Disney Villainous: Perfectly Wretched,2020,7.7, 10,2.32,Family,Hand Management,Take That,Variable Player Powers,,,843,2,3,40,60
Gentes,2017,7.4, 12,3.18,Strategy,Action Drafting,Action Points,Open Drafting,Set Collection,Turn Order: Claim Action,844,1,4,90,90
Among the Stars,2012,7.0, 12,2.24,Strategy,Closed Drafting,Open Drafting,Simultaneous Action Selection,Tile Placement,Variable Player Powers,845,2,4,30,30
Incan Gold,2005,6.8, 8,1.11,Family,Move Through Deck,Push Your Luck,Score-and-Reset Game,Simultaneous Action Selection,,846,3,8,30,30
Raccoon Tycoon,2018,7.3, 8,2.14,Family,Auction: Turn Order Until Pass,Auction/Bidding,Commodity Speculation,Market,Set Collection,847,2,5,60,90
Red7,2014,6.9, 9,1.69,Family,Hand Management,Player Elimination,Score-and-Reset Game,Set Collection,,848,2,4,5,30
Outlive,2017,7.3, 14,3.01,Strategy,Area Movement,Events,Set Collection,Take That,Variable Set-up,849,2,4,40,110
Dale of Merchants,2015,7.2, 10,2.08,Family,Auction: Dutch,"Deck, Bag, and Pool Building",Dice Rolling,Hand Management,Open Drafting,850,2,4,30,30
Jambo,2004,7.0, 12,2.07,Strategy,Action Points,Contracts,Hand Management,Set Collection,Take That,851,2,2,45,45
Wizard,1984,7.0, 10,1.72,Family,Betting and Bluffing,Hand Management,Predictive Bid,Trick-taking,,852,3,6,45,45
Tumblin' Dice,2004,7.2, 7,1.04,Family,Dice Rolling,Flicking,,,,853,1,6,20,45
Blue Lagoon,2018,7.2, 8,2.01,Abstract,Area Majority / Influence,Chaining,Connections,End Game Bonuses,Hexagon Grid,854,2,4,30,45
Not Alone,2016,7.0, 10,2.0,Strategy,"Deck, Bag, and Pool Building",Hand Management,Hidden Movement,Race,Simultaneous Action Selection,855,2,7,30,45
Tammany Hall,2007,7.3, 12,2.78,Strategy,Area Majority / Influence,Auction: Sealed Bid,Auction/Bidding,Catch the Leader,Variable Player Powers,856,3,5,90,90
Fugitive,2017,7.2, 10,1.66,Family,Hand Management,Hidden Movement,Memory,Secret Unit Deployment,,857,2,2,5,20
Hannibal & Hamilcar,2018,8.3, 12,3.93,Wargames,Area Majority / Influence,Campaign / Battle Card Driven,Card Play Conflict Resolution,Dice Rolling,Events,858,2,2,40,200
Khôra: Rise of an Empire,2021,7.4, 14,2.74,Strategy,Dice Rolling,Income,Investment,Open Drafting,Race,859,2,4,75,75
Merchants Cove,2021,7.5, 14,2.71,Strategy,Commodity Speculation,Dice Rolling,Rondel,Solo / Solitaire Game,Tile Placement,860,1,4,60,90
Celestia,2015,6.9, 8,1.33,Family,Betting and Bluffing,Dice Rolling,Hidden Victory Points,Push Your Luck,,861,2,6,30,30
Circadians: First Light,2019,7.6, 12,3.44,Strategy,Contracts,Dice Rolling,Events,Secret Unit Deployment,Set Collection,862,1,4,60,90
Lords of Xidit,2014,7.1, 14,2.65,Strategy,Action Queue,Area Majority / Influence,Pick-up and Deliver,Point to Point Movement,Programmed Movement,863,3,5,90,90
SpaceCorp: 2025-2300AD,2018,7.7, 12,2.96,Strategy,Contracts,Hand Management,Point to Point Movement,Solo / Solitaire Game,,864,1,4,60,240
Santiago,2003,7.1, 10,2.49,Strategy,Area Majority / Influence,Auction: Once Around,Auction/Bidding,Bribery,Commodity Speculation,865,3,5,75,75
Tribune: Primus Inter Pares,2007,7.2, 12,2.87,Strategy,Auction/Bidding,Hand Management,Open Drafting,Set Collection,Sudden Death Ending,866,2,5,60,120
Pandemic: Rising Tide,2017,7.6, 8,2.52,Strategy,Action Points,Area Movement,Cooperative Game,Hand Management,Set Collection,867,2,5,45,45
Detective Club,2018,7.4, 8,1.25,Party,Roles with Asymmetric Information,Storytelling,Team-Based Game,Voting,,868,4,8,45,45
A War of Whispers,2019,7.3, 14,2.56,Strategy,Area Majority / Influence,Betting and Bluffing,Hidden Victory Points,Take That,Worker Placement,869,2,4,30,60
Letter Jam,2019,7.2, 10,1.96,Family,Communication Limits,Cooperative Game,,,,870,2,6,45,45
Yedo,2012,7.4, 14,3.34,Strategy,Action Queue,Auction/Bidding,Hand Management,Map Deformation,Set Collection,871,2,5,120,180
Star Trek: Fleet Captains,2011,7.5, 14,3.06,Thematic,Action Points,Dice Rolling,Hexagon Grid,Modular Board,Tile Placement,872,2,4,90,120
One Deck Dungeon,2016,7.0, 14,2.07,Thematic,Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling,Melding and Splaying,Move Through Deck,873,1,2,30,30
Reef Encounter,2004,7.1, 10,3.68,Strategy,Area Majority / Influence,Commodity Speculation,Hand Management,Open Drafting,Tile Placement,874,2,4,60,120
ZÈRTZ,1999,7.3, 9,2.74,Abstract,Grid Movement,Map Reduction,Set Collection,,,875,2,2,30,60
XCOM: The Board Game,2015,7.0, 14,2.91,Thematic,Cooperative Game,Dice Rolling,Hand Management,Push Your Luck,Real-Time,876,1,4,60,120
Combat Commander: Pacific,2008,8.1, 12,3.24,Wargames,Campaign / Battle Card Driven,Hexagon Grid,Line of Sight,Simulation,Variable Phase Order,877,2,2,180,180
High Frontier 4 All,2020,8.4, 14,4.82,Strategy,Auction/Bidding,"Deck, Bag, and Pool Building",Hand Management,Negotiation,Network and Route Building,878,1,5,30,240
Vasco da Gama,2009,7.2, 12,3.24,Strategy,Push Your Luck,Tile Placement,Turn Order: Claim Action,Worker Placement,,879,2,4,60,120
Last Bastion,2019,7.5, 14,2.59,Strategy,Cooperative Game,Dice Rolling,Die Icon Resolution,Grid Movement,Modular Board,880,1,4,45,45
"13 Days: The Cuban Missile Crisis, 1962",2016,7.2, 10,2.32,Strategy,Action/Event,Advantage Token,Area Majority / Influence,Campaign / Battle Card Driven,End Game Bonuses,881,2,2,45,45
Morels,2012,7.0, 10,1.74,Family,Hand Management,Open Drafting,Set Collection,,,882,2,2,30,30
Star Wars: The Clone Wars,2022,7.6, 14,2.12,Family,Action Points,Cooperative Game,Die Icon Resolution,Hand Management,Point to Point Movement,883,1,5,60,60
Scoville,2014,7.1, 13,2.78,Strategy,Auction/Bidding,Grid Movement,Once-Per-Game Abilities,Set Collection,Turn Order: Auction,884,2,6,60,90
Washington's War,2010,7.6, ––,2.88,Wargames,Area Majority / Influence,Campaign / Battle Card Driven,Dice Rolling,Movement Points,Point to Point Movement,885,2,2,90,90
Clinic: Deluxe Edition,2019,7.6, 14,4.01,Strategy,Catch the Leader,Network and Route Building,Pick-up and Deliver,Simulation,Solo / Solitaire Game,886,1,4,60,150
Friedrich,2004,7.6, 12,3.14,Wargames,Card Play Conflict Resolution,Events,Hand Management,Point to Point Movement,Secret Unit Deployment,887,3,4,210,210
Rurik: Dawn of Kiev,2019,7.8, 13,3.07,Strategy,Area Majority / Influence,Area Movement,Auction/Bidding,Contracts,End Game Bonuses,888,1,4,60,120
Star Wars: The Card Game,2012,7.2, 10,2.97,Customizable,Card Play Conflict Resolution,Force Commitment,Hand Management,Variable Player Powers,,889,2,2,30,60
The Lost Expedition,2017,7.1, 14,1.88,Thematic,Cooperative Game,Hand Management,Solo / Solitaire Game,,,890,1,5,30,50
Tiny Epic Dungeons,2021,7.6, 14,3.05,Strategy,Cooperative Game,Dice Rolling,Finale Ending,Modular Board,Solo / Solitaire Game,891,1,4,30,60
Battle for Rokugan,2017,7.4, 14,2.76,Strategy,Area Majority / Influence,Hand Management,Order Counters,Secret Unit Deployment,Variable Player Powers,892,2,5,60,90
Parade,2007,7.0, 8,1.46,Family,Hand Management,Set Collection,,,,893,2,6,45,45
Unmatched Game System,2019,8.3, 9,1.98,Family,Action Points,Area Movement,Card Play Conflict Resolution,Hand Management,Line of Sight,894,2,4,20,40
Keep the Heroes Out!,2022,8.0, 10,2.38,Thematic,Action Retrieval,Area Movement,Cooperative Game,"Deck, Bag, and Pool Building",Modular Board,895,1,4,40,50
Conflict of Heroes: Awakening the Bear! – Russia 1941-42,2008,7.5, 10,3.0,Wargames,Action Points,Dice Rolling,Hexagon Grid,Modular Board,Simulation,896,1,4,120,120
Spyrium,2013,7.0, 12,2.89,Strategy,Auction: Dutch Priority,Events,Income,Worker Placement,,897,2,5,75,75
Abomination: The Heir of Frankenstein,2019,7.5, 13,3.26,Strategy,Dice Rolling,Events,Narrative Choice / Paragraph,Set Collection,Storytelling,898,2,4,90,180
Hyperborea,2014,7.2, 14,3.17,Strategy,Action Drafting,Area Majority / Influence,"Deck, Bag, and Pool Building",Grid Movement,Hexagon Grid,899,2,6,50,150
Forbidden Island,2010,6.8, 10,1.74,Family,Action Points,Cooperative Game,Grid Movement,Hand Management,Map Reduction,900,2,4,30,30
Napoleon's Triumph,2007,8.0, 12,3.65,Wargames,Area Movement,Secret Unit Deployment,Simulation,,,901,2,8,180,180
Summoner Wars: Alliances Master Set,2014,8.0, 9,2.72,Customizable,Dice Rolling,Grid Movement,Hand Management,Variable Player Powers,,902,2,4,45,45
Rhino Hero,2011,6.9, 5,1.02,Children's,Hand Management,Lose a Turn,Score-and-Reset Game,Stacking and Balancing,,903,2,5,5,15
Container,2007,7.2, 12,3.24,Strategy,Auction: Sealed Bid,Auction/Bidding,Commodity Speculation,Pick-up and Deliver,Set Collection,904,3,5,60,90
Carcassonne: The City,2004,7.2, 8,2.26,Family,Area Majority / Influence,Tile Placement,,,,905,2,4,30,45
Lovecraft Letter,2017,7.2, 10,1.4,Party,Hand Management,Player Elimination,Score-and-Reset Game,,,906,2,6,5,15
Clever Cubed,2020,7.5, 14,2.43,Family,Dice Rolling,Paper-and-Pencil,Re-rolling and Locking,Solo / Solitaire Game,,907,1,4,30,30
Unlock!: Epic Adventures,2019,7.8, 10,2.19,Thematic,Cooperative Game,Real-Time,Scenario / Mission / Campaign Game,,,908,1,6,60,60
Roam,2019,7.3, 8,1.82,Family,Action Retrieval,Area Majority / Influence,Auction Compensation,Grid Coverage,Square Grid,909,2,4,30,45
Spyfall,2014,6.8, 13,1.24,Party,Acting,Communication Limits,Memory,Role Playing,Roles with Asymmetric Information,910,3,8,15,15
Dinosaur World,2021,7.4, 10,3.28,Strategy,Dice Rolling,Income,Movement Points,Tile Placement,Worker Placement,911,2,4,60,120
Zombicide: Invader,2019,7.8, 14,2.38,Strategy,Action Points,Cooperative Game,Dice Rolling,Modular Board,Scenario / Mission / Campaign Game,912,1,6,60,60
Thunderstone,2009,6.9, 12,2.5,Strategy,"Deck, Bag, and Pool Building",Delayed Purchase,Hand Management,Open Drafting,,913,1,5,60,60
Roll Through the Ages: The Bronze Age,2008,6.9, 8,1.78,Family,Contracts,Dice Rolling,Die Icon Resolution,Events,Paper-and-Pencil,914,1,4,30,45
Werewords,2017,7.1, 8,1.15,Party,Hidden Roles,Roles with Asymmetric Information,Traitor Game,Variable Player Powers,Voting,915,4,10,10,10
Tajemnicze Domostwo,2013,7.1, 8,1.84,Party,Communication Limits,Cooperative Game,Finale Ending,Hand Management,,916,2,7,30,60
Mahjong,1850,7.0, 8,2.57,Abstract,Hand Management,Set Collection,,,,917,3,4,120,120
Coffee Roaster,2015,7.4, 12,2.12,Strategy,"Deck, Bag, and Pool Building",Memory,Once-Per-Game Abilities,Push Your Luck,Solo / Solitaire Game,918,1,1,10,30
Ca$h 'n Guns: Second Edition,2014,6.8, 10,1.25,Party,Open Drafting,Player Elimination,Simultaneous Action Selection,Take That,Variable Player Powers,919,4,8,30,30
Qwixx,2012,6.9, 8,1.11,Family,Bingo,Dice Rolling,Paper-and-Pencil,,,920,2,5,15,15
Catacombs (Third Edition),2015,7.5, 14,2.33,Thematic,Flicking,Player Elimination,Role Playing,Team-Based Game,Variable Player Powers,921,2,5,60,90
The Palaces of Carrara,2012,7.1, 10,2.6,Strategy,Set Collection,Tile Placement,,,,922,2,4,60,60
Marvel Dice Masters: Avengers vs. X-Men,2014,7.1, 14,2.3,Customizable,"Deck, Bag, and Pool Building",Dice Rolling,Variable Player Powers,,,923,2,2,60,60
Union Pacific,1999,7.2, 12,2.54,Strategy,Network and Route Building,Open Drafting,Stock Holding,,,924,2,6,90,90
Akrotiri,2014,7.2, 13,2.65,Strategy,Action Points,Hand Management,Map Addition,Modular Board,Network and Route Building,925,2,2,45,45
Ohanami,2019,7.3, 8,1.13,Family,Closed Drafting,Ordering,Pattern Building,Set Collection,,926,2,4,20,20
The Mind,2018,6.8, 8,1.07,Family,Communication Limits,Cooperative Game,,,,927,2,4,20,20
War of the Ring: The Card Game,2022,7.8, 12,2.89,Strategy,Campaign / Battle Card Driven,Card Play Conflict Resolution,Hand Management,Team-Based Game,,928,2,4,90,120
San Marco,2001,7.2, 10,2.68,Strategy,Area Majority / Influence,"I Cut, You Choose",Open Drafting,,,929,3,4,75,75
Pictomania,2011,7.3, 9,1.53,Party,Line Drawing,,,,,930,3,6,25,25
